customerid,age,gender,item_purchased,category,purchase_amount,location
2238,45,Male,Sandals,Footwear,34,Alabama
2239,40,Male,Sneakers,Footwear,84,Florida
2240,42,Male,Jewelry,Accessories,96,Alabama
2241,57,Male,Sandals,Footwear,71,California
2242,18,Male,Jacket,Outerwear,77,Maryland
2243,18,Male,Skirt,Clothing,66,Nevada
2244,56,Male,Shirt,Clothing,21,Massachusetts
2245,35,Male,Shorts,Clothing,37,South Carolina
2246,49,Male,Socks,Clothing,90,Delaware
2247,49,Male,Jacket,Outerwear,96,Hawaii
2248,34,Male,Jewelry,Accessories,37,Florida
2249,63,Male,T-shirt,Clothing,66,Rhode Island
2250,42,Male,Gloves,Accessories,45,Wyoming
2251,41,Male,Shoes,Footwear,89,Colorado
2252,26,Male,Shoes,Footwear,94,Virginia
2253,48,Male,Shoes,Footwear,96,Nebraska
2254,62,Male,Hoodie,Clothing,31,Oklahoma
2255,24,Male,Belt,Accessories,79,North Dakota
2256,48,Male,Coat,Outerwear,39,Michigan
2257,31,Male,Blouse,Clothing,22,California
2258,41,Male,Skirt,Clothing,32,Tennessee
2259,24,Male,T-shirt,Clothing,71,Ohio
2260,60,Male,Jeans,Clothing,96,Florida
2261,38,Male,Scarf,Accessories,82,Missouri
2262,58,Male,Backpack,Accessories,76,South Carolina
2263,53,Male,Backpack,Accessories,22,Arizona
2264,44,Male,Scarf,Accessories,40,Indiana
2265,51,Male,Hat,Accessories,92,North Dakota
2266,36,Male,Coat,Outerwear,94,Montana
2267,20,Male,Dress,Clothing,44,Missouri
2268,32,Male,Gloves,Accessories,49,Kentucky
2269,66,Male,Sweater,Clothing,26,Georgia
2270,49,Male,Skirt,Clothing,38,Kentucky
2271,27,Male,Blouse,Clothing,72,Georgia
2272,29,Male,Dress,Clothing,99,Alaska
2273,29,Male,Jacket,Outerwear,38,Maine
2274,55,Male,Coat,Outerwear,96,New Mexico
2275,57,Male,Dress,Clothing,27,New York
2276,29,Male,Shorts,Clothing,24,Oklahoma
2277,31,Male,Jeans,Clothing,82,Wyoming
2278,25,Male,Hat,Accessories,56,Alabama
2279,61,Male,Gloves,Accessories,25,Maryland
2280,53,Male,Sneakers,Footwear,67,West Virginia
2281,22,Male,Shoes,Footwear,21,Kentucky
2282,28,Male,Hoodie,Clothing,27,Kansas
2283,18,Male,Sneakers,Footwear,97,Idaho
2284,44,Male,Handbag,Accessories,45,Ohio
2285,32,Male,Blouse,Clothing,63,Iowa
2286,34,Male,Belt,Accessories,100,Michigan
2287,67,Male,Socks,Clothing,38,South Dakota
2288,66,Male,Blouse,Clothing,45,Nebraska
2289,28,Male,Jewelry,Accessories,91,California
2290,70,Male,Shorts,Clothing,82,Nevada
2291,37,Male,Boots,Footwear,48,Kansas
2292,28,Male,Coat,Outerwear,30,Ohio
2293,43,Male,T-shirt,Clothing,34,Vermont
2294,37,Male,Sweater,Clothing,68,Georgia
2295,54,Male,Sunglasses,Accessories,95,Maryland
2296,50,Male,Hat,Accessories,22,Connecticut
2297,46,Male,Gloves,Accessories,88,Washington
2298,60,Male,Socks,Clothing,83,California
2299,40,Male,Handbag,Accessories,87,Montana
2300,64,Male,Coat,Outerwear,57,Idaho
2301,18,Male,Coat,Outerwear,88,Pennsylvania
2302,37,Male,Pants,Clothing,20,Maine
2303,36,Male,Belt,Accessories,39,Montana
2304,51,Male,Sunglasses,Accessories,71,New Jersey
2305,26,Male,Hoodie,Clothing,73,Louisiana
2306,68,Male,Handbag,Accessories,63,Maine
2307,27,Male,Gloves,Accessories,78,Florida
2308,28,Male,Skirt,Clothing,96,Missouri
2309,49,Male,Sunglasses,Accessories,81,North Dakota
2310,70,Male,Dress,Clothing,95,Connecticut
2311,30,Male,Gloves,Accessories,68,Virginia
2312,27,Male,Sneakers,Footwear,28,Montana
2313,19,Male,T-shirt,Clothing,30,Vermont
2314,64,Male,Dress,Clothing,31,Georgia
2315,42,Male,Handbag,Accessories,95,Virginia
2316,69,Male,Socks,Clothing,79,Vermont
2317,28,Male,Sneakers,Footwear,39,Montana
2318,47,Male,Jacket,Outerwear,34,New Jersey
2319,69,Male,Hoodie,Clothing,28,Wyoming
2320,56,Male,Sandals,Footwear,38,Maine
2321,28,Male,Shoes,Footwear,55,New Mexico
2322,50,Male,Sandals,Footwear,31,Colorado
2323,39,Male,Coat,Outerwear,84,Connecticut
2324,35,Male,Gloves,Accessories,93,Maryland
2325,59,Male,Coat,Outerwear,28,Oregon
2326,44,Male,Boots,Footwear,55,New York
2327,66,Male,Skirt,Clothing,63,Oklahoma
2328,20,Male,Skirt,Clothing,94,Alabama
2329,45,Male,Pants,Clothing,36,North Dakota
2330,49,Male,Hat,Accessories,97,Nebraska
2331,60,Male,Backpack,Accessories,63,Arizona
2332,61,Male,Scarf,Accessories,77,Illinois
2333,36,Male,Scarf,Accessories,53,South Carolina
2334,33,Male,Shirt,Clothing,77,Kansas
2335,49,Male,Boots,Footwear,79,Kansas
2336,31,Male,Coat,Outerwear,37,Idaho
2337,19,Male,Belt,Accessories,94,California
2338,39,Male,Boots,Footwear,76,North Dakota
2339,66,Male,Sneakers,Footwear,68,Georgia
2340,25,Male,Shirt,Clothing,65,Illinois
2341,63,Male,Blouse,Clothing,24,Delaware
2342,56,Male,Jacket,Outerwear,31,Connecticut
2343,20,Male,Skirt,Clothing,89,Tennessee
2344,58,Male,Socks,Clothing,49,Maryland
2345,34,Male,Sandals,Footwear,92,Rhode Island
2346,28,Male,T-shirt,Clothing,32,New York
2347,22,Male,Jacket,Outerwear,67,New Mexico
2348,37,Male,Belt,Accessories,64,California
2349,54,Male,Shoes,Footwear,84,Maine
2350,65,Male,Blouse,Clothing,34,New York
2351,57,Male,Shoes,Footwear,26,Hawaii
2352,38,Male,Sweater,Clothing,50,New Hampshire
2353,70,Male,Boots,Footwear,46,Nebraska
2354,56,Male,Handbag,Accessories,71,Montana
2355,56,Male,Blouse,Clothing,78,Wisconsin
2356,22,Male,Skirt,Clothing,35,Tennessee
2357,57,Male,Backpack,Accessories,58,Montana
2358,53,Male,Shirt,Clothing,67,Michigan
2359,53,Male,Sweater,Clothing,93,Texas
2360,19,Male,Scarf,Accessories,81,Pennsylvania
2361,49,Male,Handbag,Accessories,80,New York
2362,44,Male,Scarf,Accessories,64,Alabama
2363,27,Male,Jeans,Clothing,41,Virginia
2364,60,Male,Socks,Clothing,79,Pennsylvania
2365,62,Male,Sunglasses,Accessories,60,Mississippi
2366,52,Male,Sneakers,Footwear,91,Wyoming
2367,30,Male,Shoes,Footwear,66,New Mexico
2368,66,Male,Socks,Clothing,85,North Dakota
2369,29,Male,Sunglasses,Accessories,38,New Jersey
2370,24,Male,Sweater,Clothing,23,Vermont
2371,51,Male,Shoes,Footwear,71,Alaska
2372,67,Male,Socks,Clothing,25,Indiana
2373,50,Male,Boots,Footwear,39,Alabama
2374,37,Male,Hoodie,Clothing,20,Michigan
2375,69,Male,Gloves,Accessories,73,Washington
2376,60,Male,Backpack,Accessories,63,Virginia
2377,21,Male,Gloves,Accessories,94,Tennessee
2378,44,Male,Blouse,Clothing,94,South Dakota
2379,26,Male,Scarf,Accessories,71,New Hampshire
2380,40,Male,Hat,Accessories,77,South Dakota
2381,41,Male,Scarf,Accessories,66,Pennsylvania
2382,62,Male,Sandals,Footwear,23,Wisconsin
2383,39,Male,Sweater,Clothing,60,California
2384,53,Male,Backpack,Accessories,72,Rhode Island
2385,24,Male,Blouse,Clothing,35,Alabama
2386,41,Male,Scarf,Accessories,31,Oklahoma
2387,19,Male,Socks,Clothing,33,Illinois
2388,36,Male,Hat,Accessories,95,Tennessee
2389,21,Male,Dress,Clothing,68,Alabama
2390,25,Male,Coat,Outerwear,87,Kansas
2391,65,Male,Shirt,Clothing,64,Arizona
2392,42,Male,Shirt,Clothing,74,Michigan
2393,40,Male,Jeans,Clothing,62,Missouri
2394,58,Male,Socks,Clothing,97,Louisiana
2395,40,Male,Sandals,Footwear,47,Connecticut
2396,62,Male,Blouse,Clothing,83,Connecticut
2397,38,Male,Shirt,Clothing,82,Oregon
2398,37,Male,Sunglasses,Accessories,26,West Virginia
2399,65,Male,Jacket,Outerwear,81,Florida
2400,55,Male,Dress,Clothing,44,New Hampshire
2401,43,Male,Sunglasses,Accessories,88,Oregon
2402,43,Male,Boots,Footwear,76,Oregon
2403,45,Male,Scarf,Accessories,89,Utah
2404,64,Male,Shorts,Clothing,22,Missouri
2405,28,Male,Shorts,Clothing,33,West Virginia
2406,69,Male,Jeans,Clothing,97,California
2407,54,Male,Scarf,Accessories,57,California
2408,52,Male,Shorts,Clothing,38,Illinois
2409,23,Male,Sneakers,Footwear,55,Hawaii
2410,26,Male,Jewelry,Accessories,37,Washington
2411,48,Male,Shoes,Footwear,43,Wisconsin
2412,49,Male,Hoodie,Clothing,96,Virginia
2413,53,Male,Jacket,Outerwear,51,Oregon
2414,69,Male,Shorts,Clothing,95,Pennsylvania
2415,26,Male,Socks,Clothing,26,Virginia
2416,21,Male,Coat,Outerwear,34,Hawaii
2417,59,Male,Sandals,Footwear,83,Nebraska
2418,21,Male,Backpack,Accessories,24,Alaska
2419,22,Male,Pants,Clothing,69,Michigan
2420,26,Male,Sweater,Clothing,40,North Carolina
2421,41,Male,Jacket,Outerwear,87,North Carolina
2422,37,Male,Sneakers,Footwear,46,Minnesota
2423,30,Male,Jewelry,Accessories,82,Georgia
2424,49,Male,Backpack,Accessories,81,West Virginia
2425,49,Male,Jewelry,Accessories,57,Delaware
2426,58,Male,Shoes,Footwear,49,North Dakota
2427,70,Male,Jacket,Outerwear,42,Florida
2428,27,Male,Jacket,Outerwear,26,Oregon
2429,65,Male,T-shirt,Clothing,38,Idaho
2430,57,Male,Sneakers,Footwear,57,Virginia
2431,20,Male,Jacket,Outerwear,100,North Dakota
2432,34,Male,Hoodie,Clothing,73,Alabama
2433,59,Male,Jacket,Outerwear,66,Hawaii
2434,54,Male,T-shirt,Clothing,73,Oregon
2435,36,Male,Gloves,Accessories,45,Utah
2436,21,Male,Sneakers,Footwear,27,Hawaii
2437,52,Male,T-shirt,Clothing,24,Connecticut
2438,43,Male,Sneakers,Footwear,59,Wyoming
2439,32,Male,Jeans,Clothing,20,Delaware
2440,55,Male,Handbag,Accessories,44,Arkansas
2441,31,Male,Socks,Clothing,90,Indiana
2442,45,Male,Jewelry,Accessories,36,California
2443,53,Male,Blouse,Clothing,95,Wyoming
2444,24,Male,Backpack,Accessories,30,South Dakota
2445,47,Male,Scarf,Accessories,65,West Virginia
2446,63,Male,Scarf,Accessories,96,Tennessee
2447,38,Male,Shirt,Clothing,65,Alaska
2448,59,Male,Pants,Clothing,47,South Dakota
2449,54,Male,Hat,Accessories,25,Tennessee
2450,26,Male,Coat,Outerwear,56,Alabama
2451,68,Male,T-shirt,Clothing,76,North Carolina
2452,41,Male,Socks,Clothing,60,Oklahoma
2453,68,Male,Shirt,Clothing,67,New York
2454,21,Male,Sweater,Clothing,95,Iowa
2455,32,Male,Gloves,Accessories,72,Alaska
2456,20,Male,Belt,Accessories,98,Alaska
2457,59,Male,Jeans,Clothing,83,Nebraska
2458,53,Male,Handbag,Accessories,37,Delaware
2459,66,Male,T-shirt,Clothing,85,Texas
2460,47,Male,Socks,Clothing,36,Missouri
2461,58,Male,Jeans,Clothing,36,Maine
2462,28,Male,Scarf,Accessories,86,Pennsylvania
2463,68,Male,Pants,Clothing,99,Missouri
2464,60,Male,Blouse,Clothing,21,Mississippi
2465,47,Male,Jacket,Outerwear,84,Hawaii
2466,18,Male,Sandals,Footwear,63,Texas
2467,32,Male,Shorts,Clothing,84,South Dakota
2468,27,Male,Shorts,Clothing,72,New Jersey
2469,65,Male,Skirt,Clothing,21,Connecticut
2470,68,Male,Sandals,Footwear,92,Maryland
2471,55,Male,Blouse,Clothing,72,Arizona
2472,30,Male,Sandals,Footwear,83,Oklahoma
2473,24,Male,Shirt,Clothing,73,Utah
2474,57,Male,Socks,Clothing,98,Arkansas
2475,23,Male,T-shirt,Clothing,76,North Carolina
2476,69,Male,Dress,Clothing,43,California
2477,60,Male,Hat,Accessories,60,Colorado
2478,25,Male,Gloves,Accessories,40,California
2479,18,Male,Socks,Clothing,93,Vermont
2480,37,Male,Dress,Clothing,98,Kansas
2481,61,Male,Socks,Clothing,91,Ohio
2482,41,Male,Belt,Accessories,92,New Jersey
2483,69,Male,Handbag,Accessories,87,Arizona
2484,32,Male,Skirt,Clothing,96,Arizona
2485,60,Male,Hoodie,Clothing,97,New Hampshire
2486,43,Male,Blouse,Clothing,55,Louisiana
2487,61,Male,Jeans,Clothing,58,Texas
2488,57,Male,Boots,Footwear,21,Montana
2489,56,Male,Handbag,Accessories,82,New Hampshire
2490,66,Male,Coat,Outerwear,34,South Dakota
2491,52,Male,Blouse,Clothing,78,Montana
2492,63,Male,Handbag,Accessories,47,North Carolina
2493,50,Male,Sunglasses,Accessories,96,South Dakota
2494,21,Male,Socks,Clothing,23,Maine
2495,42,Male,Shoes,Footwear,27,Oklahoma
2496,40,Male,Backpack,Accessories,37,Nebraska
2497,67,Male,Scarf,Accessories,79,Illinois
2498,35,Male,Backpack,Accessories,40,Colorado
2499,18,Male,Coat,Outerwear,39,Massachusetts
2500,52,Male,Hoodie,Clothing,73,Louisiana
2501,59,Male,Gloves,Accessories,84,Massachusetts
2502,49,Male,Shorts,Clothing,94,West Virginia
2503,46,Male,Skirt,Clothing,47,Idaho
2504,69,Male,Boots,Footwear,77,Ohio
2505,56,Male,Shorts,Clothing,94,Rhode Island
2506,27,Male,Handbag,Accessories,75,Illinois
2507,57,Male,Dress,Clothing,82,New York
2508,58,Male,Shoes,Footwear,36,Louisiana
2509,23,Male,Sneakers,Footwear,90,California
2510,19,Male,Socks,Clothing,48,Washington
2511,40,Male,Jacket,Outerwear,42,South Dakota
2512,54,Male,Backpack,Accessories,33,Idaho
2513,50,Male,Socks,Clothing,63,North Dakota
2514,69,Male,Handbag,Accessories,53,Washington
2515,42,Male,Hat,Accessories,37,Alaska
2516,37,Male,Blouse,Clothing,92,Kansas
2517,46,Male,Shorts,Clothing,73,Utah
2518,64,Male,Shirt,Clothing,38,Wyoming
2519,20,Male,Boots,Footwear,51,Maine
2520,40,Male,Jacket,Outerwear,90,Michigan
2521,64,Male,Jacket,Outerwear,56,Illinois
2522,29,Male,Handbag,Accessories,33,Minnesota
2523,20,Male,Belt,Accessories,53,Massachusetts
2524,43,Male,Handbag,Accessories,24,New Jersey
2525,60,Male,Coat,Outerwear,59,Kansas
2526,39,Male,Sweater,Clothing,72,Kentucky
2527,47,Male,Shorts,Clothing,28,Rhode Island
2528,19,Male,Pants,Clothing,36,Illinois
2529,52,Male,Jewelry,Accessories,47,Alabama
2530,34,Male,Gloves,Accessories,62,Tennessee
2531,25,Male,Skirt,Clothing,98,Massachusetts
2532,43,Male,Sandals,Footwear,28,Texas
2533,55,Male,Socks,Clothing,86,Nebraska
2534,66,Male,Jewelry,Accessories,46,Pennsylvania
2535,41,Male,Sunglasses,Accessories,42,Virginia
2536,47,Male,Coat,Outerwear,80,Vermont
2537,51,Male,Belt,Accessories,39,Oklahoma
2538,44,Male,Coat,Outerwear,49,Maine
2539,18,Male,Scarf,Accessories,32,New Jersey
2540,33,Male,Sandals,Footwear,73,Massachusetts
2541,24,Male,Belt,Accessories,42,New Jersey
2542,33,Male,Scarf,Accessories,58,Washington
2543,61,Male,Jewelry,Accessories,22,Arkansas
2544,27,Male,Scarf,Accessories,56,West Virginia
2545,46,Male,Pants,Clothing,70,Delaware
2546,38,Male,Shoes,Footwear,50,Texas
2547,63,Male,Boots,Footwear,21,Texas
2548,47,Male,Jacket,Outerwear,97,Mississippi
2549,42,Male,Backpack,Accessories,63,Texas
2550,41,Male,Jacket,Outerwear,60,Virginia
2551,53,Male,Boots,Footwear,52,New Hampshire
2552,29,Male,Shoes,Footwear,32,Minnesota
2553,61,Male,Belt,Accessories,48,Maryland
2554,69,Male,Jewelry,Accessories,25,Vermont
2555,51,Male,Jewelry,Accessories,68,Kansas
2556,24,Male,Pants,Clothing,74,Idaho
2557,24,Male,T-shirt,Clothing,88,Montana
2558,70,Male,Shorts,Clothing,23,Oklahoma
2559,49,Male,Hoodie,Clothing,32,California
2560,48,Male,Belt,Accessories,71,Mississippi
2561,58,Male,Boots,Footwear,62,California
2562,32,Male,Hoodie,Clothing,20,New York
2563,57,Male,Shorts,Clothing,62,Arizona
2564,69,Male,Backpack,Accessories,81,Massachusetts
2565,42,Male,Scarf,Accessories,90,Kentucky
2566,30,Male,Socks,Clothing,43,Vermont
2567,35,Male,Handbag,Accessories,38,Missouri
2568,19,Male,Sunglasses,Accessories,25,Michigan
2569,52,Male,T-shirt,Clothing,98,Texas
2570,42,Male,Dress,Clothing,75,New York
2571,36,Male,Sneakers,Footwear,27,New Mexico
2572,45,Male,Sunglasses,Accessories,27,Mississippi
2573,54,Male,Blouse,Clothing,42,Washington
2574,54,Male,T-shirt,Clothing,90,New Mexico
2575,27,Male,Hat,Accessories,63,Florida
2576,53,Male,Shorts,Clothing,96,Minnesota
2577,20,Male,Hoodie,Clothing,40,New Hampshire
2578,52,Male,Socks,Clothing,39,Minnesota
2579,54,Male,Sunglasses,Accessories,48,Vermont
2580,65,Male,Blouse,Clothing,20,Minnesota
2581,43,Male,Jeans,Clothing,29,Massachusetts
2582,57,Male,Dress,Clothing,81,Wyoming
2583,19,Male,Dress,Clothing,98,South Dakota
2584,69,Male,Jeans,Clothing,93,Oklahoma
2585,26,Male,Socks,Clothing,30,Florida
2586,57,Male,Sunglasses,Accessories,37,Wisconsin
2587,20,Male,Coat,Outerwear,28,Maine
2588,55,Male,Scarf,Accessories,29,Connecticut
2589,44,Male,Backpack,Accessories,49,Delaware
2590,52,Male,Pants,Clothing,53,North Dakota
2591,57,Male,Gloves,Accessories,66,California
2592,40,Male,Jacket,Outerwear,61,New Mexico
2593,23,Male,Shorts,Clothing,23,Iowa
2594,36,Male,Pants,Clothing,36,Colorado
2595,59,Male,Skirt,Clothing,81,Montana
2596,29,Male,Blouse,Clothing,56,Iowa
2597,63,Male,Shirt,Clothing,78,Louisiana
2598,60,Male,Jewelry,Accessories,25,Alabama
2599,64,Male,Backpack,Accessories,86,Nevada
2600,63,Male,Jewelry,Accessories,99,Vermont
2601,21,Male,Belt,Accessories,83,New York
2602,61,Male,Dress,Clothing,33,Mississippi
2603,65,Male,Coat,Outerwear,44,South Carolina
2604,69,Male,Dress,Clothing,58,Washington
2605,47,Male,Sweater,Clothing,54,Colorado
2606,41,Male,Hoodie,Clothing,93,Nevada
2607,68,Male,Shoes,Footwear,98,Nevada
2608,41,Male,Shoes,Footwear,36,Oklahoma
2609,42,Male,Jacket,Outerwear,68,Mississippi
2610,66,Male,Backpack,Accessories,95,Arkansas
2611,66,Male,Jeans,Clothing,93,West Virginia
2612,33,Male,Jacket,Outerwear,99,Michigan
2613,55,Male,Sunglasses,Accessories,22,Louisiana
2614,58,Male,Gloves,Accessories,88,South Dakota
2615,18,Male,Jacket,Outerwear,65,North Dakota
2616,49,Male,T-shirt,Clothing,62,Arizona
2617,61,Male,Sandals,Footwear,55,Georgia
2618,31,Male,Shorts,Clothing,97,Idaho
2619,70,Male,Handbag,Accessories,77,Louisiana
2620,68,Male,Pants,Clothing,40,Connecticut
2621,27,Male,Blouse,Clothing,23,Ohio
2622,48,Male,Shoes,Footwear,46,Maine
2623,63,Male,Backpack,Accessories,75,New Hampshire
2624,49,Male,Shoes,Footwear,76,Massachusetts
2625,19,Male,Dress,Clothing,59,South Dakota
2626,30,Male,Skirt,Clothing,51,Colorado
2627,50,Male,Jacket,Outerwear,46,Rhode Island
2628,66,Male,Shirt,Clothing,26,Missouri
2629,25,Male,Hoodie,Clothing,51,Wyoming
2630,61,Male,Scarf,Accessories,44,New Hampshire
2631,29,Male,Skirt,Clothing,82,Maine
2632,53,Male,Skirt,Clothing,44,Connecticut
2633,24,Male,Scarf,Accessories,27,Alaska
2634,51,Male,Sunglasses,Accessories,90,Alaska
2635,26,Male,Sandals,Footwear,58,North Carolina
2636,59,Male,Hoodie,Clothing,80,Colorado
2637,41,Male,Jacket,Outerwear,40,Utah
2638,20,Male,Pants,Clothing,23,Alabama
2639,22,Male,Shirt,Clothing,34,Hawaii
2640,18,Male,Blouse,Clothing,35,New Hampshire
2641,30,Male,Skirt,Clothing,75,Indiana
2642,25,Male,Sunglasses,Accessories,60,Vermont
2643,39,Male,Belt,Accessories,87,Iowa
2644,49,Male,Gloves,Accessories,41,Maryland
2645,25,Male,Pants,Clothing,83,New Mexico
2646,23,Male,Scarf,Accessories,81,Louisiana
2647,33,Male,T-shirt,Clothing,56,New Mexico
2648,60,Male,Shoes,Footwear,58,South Carolina
2649,51,Male,Pants,Clothing,84,Illinois
2650,23,Male,Gloves,Accessories,21,Minnesota
2651,20,Male,Socks,Clothing,35,Oregon
2652,51,Male,Sneakers,Footwear,43,Tennessee
2653,23,Female,Shorts,Clothing,20,Maryland
2654,67,Female,Blouse,Clothing,36,Wisconsin
2655,23,Female,Coat,Outerwear,70,Idaho
2656,26,Female,Sunglasses,Accessories,83,Wyoming
2657,52,Female,Shorts,Clothing,76,Indiana
2658,52,Female,Dress,Clothing,81,Texas
2659,52,Female,Handbag,Accessories,47,Ohio
2660,35,Female,Boots,Footwear,35,Kansas
2661,24,Female,Pants,Clothing,85,South Carolina
2662,43,Female,Boots,Footwear,96,Michigan
2663,25,Female,Skirt,Clothing,98,Nebraska
2664,46,Female,Sneakers,Footwear,52,Wisconsin
2665,22,Female,Jewelry,Accessories,84,Illinois
2666,70,Female,T-shirt,Clothing,71,Louisiana
2667,49,Female,Sandals,Footwear,95,Ohio
2668,48,Female,Boots,Footwear,47,Maryland
2669,59,Female,Coat,Outerwear,75,Texas
2670,39,Female,Belt,Accessories,28,Illinois
2671,30,Female,Sunglasses,Accessories,44,Pennsylvania
2672,37,Female,Sandals,Footwear,64,Alabama
2673,56,Female,Boots,Footwear,28,West Virginia
2674,67,Female,Hoodie,Clothing,21,Nevada
2675,40,Female,Hat,Accessories,41,Florida
2676,24,Female,Shorts,Clothing,38,Virginia
2677,43,Female,Backpack,Accessories,77,Kentucky
2678,45,Female,Shorts,Clothing,43,Connecticut
2679,33,Female,Belt,Accessories,91,Montana
2680,53,Female,Shorts,Clothing,68,Montana
2681,44,Female,Socks,Clothing,37,Nebraska
2682,23,Female,Shoes,Footwear,23,Massachusetts
2683,59,Female,Sneakers,Footwear,65,North Carolina
2684,68,Female,Backpack,Accessories,30,Montana
2685,46,Female,Dress,Clothing,45,Washington
2686,56,Female,Boots,Footwear,25,Virginia
2687,40,Female,Socks,Clothing,72,Georgia
2688,61,Female,Dress,Clothing,75,Delaware
2689,53,Female,Handbag,Accessories,63,West Virginia
2690,29,Female,Blouse,Clothing,35,Wyoming
2691,44,Female,Belt,Accessories,32,New Mexico
2692,43,Female,Pants,Clothing,25,Nebraska
2693,40,Female,Sneakers,Footwear,90,Washington
2694,55,Female,Boots,Footwear,70,Hawaii
2695,66,Female,Sunglasses,Accessories,27,Louisiana
2696,50,Female,Hat,Accessories,92,Tennessee
2697,57,Female,Coat,Outerwear,20,South Dakota
2698,42,Female,Jacket,Outerwear,52,Delaware
2699,55,Female,Hoodie,Clothing,57,Virginia
2700,25,Female,Boots,Footwear,96,Utah
2701,22,Female,T-shirt,Clothing,68,California
2702,49,Female,Sweater,Clothing,30,Idaho
2703,70,Female,Shoes,Footwear,37,Texas
2704,56,Female,Scarf,Accessories,42,Tennessee
2705,52,Female,Dress,Clothing,54,Tennessee
2706,65,Female,Jacket,Outerwear,81,Washington
2707,24,Female,Shoes,Footwear,40,Alabama
2708,32,Female,Backpack,Accessories,88,Nebraska
2709,57,Female,Dress,Clothing,94,Alabama
2710,35,Female,Shirt,Clothing,54,Illinois
2711,69,Female,Jacket,Outerwear,51,Wisconsin
2712,30,Female,Sunglasses,Accessories,22,Nebraska
2713,37,Female,Jacket,Outerwear,95,North Dakota
2714,19,Female,Coat,Outerwear,57,Mississippi
2715,53,Female,Sweater,Clothing,45,Iowa
2716,25,Female,Sneakers,Footwear,92,Mississippi
2717,47,Female,Shoes,Footwear,40,Colorado
2718,18,Female,Sunglasses,Accessories,62,Nebraska
2719,22,Female,Shorts,Clothing,90,Virginia
2720,69,Female,Hoodie,Clothing,82,Louisiana
2721,55,Female,Scarf,Accessories,52,Maryland
2722,19,Female,Sandals,Footwear,70,Minnesota
2723,23,Female,Hat,Accessories,83,Maine
2724,54,Female,Shoes,Footwear,49,Texas
2725,52,Female,Sneakers,Footwear,91,Missouri
2726,64,Female,Backpack,Accessories,99,Mississippi
2727,33,Female,Belt,Accessories,92,Michigan
2728,40,Female,Shirt,Clothing,87,Colorado
2729,26,Female,Skirt,Clothing,28,Florida
2730,31,Female,Gloves,Accessories,71,Montana
2731,23,Female,Gloves,Accessories,32,Wisconsin
2732,52,Female,Handbag,Accessories,33,Wisconsin
2733,21,Female,Socks,Clothing,75,Delaware
2734,31,Female,Backpack,Accessories,83,North Carolina
2735,63,Female,Jeans,Clothing,93,New York
2736,46,Female,Skirt,Clothing,29,California
2737,44,Female,Hoodie,Clothing,25,Montana
2738,57,Female,Jewelry,Accessories,76,North Carolina
2739,50,Female,Sneakers,Footwear,81,Ohio
2740,33,Female,Shirt,Clothing,80,Alaska
2741,19,Female,Sunglasses,Accessories,70,Pennsylvania
2742,68,Female,Dress,Clothing,81,Maine
2743,27,Female,Shoes,Footwear,86,Texas
2744,61,Female,Belt,Accessories,94,New Jersey
2745,38,Female,Shirt,Clothing,66,Wyoming
2746,28,Female,Boots,Footwear,98,Michigan
2747,39,Female,Hoodie,Clothing,25,Ohio
2748,18,Female,Jeans,Clothing,62,West Virginia
2749,24,Female,Jacket,Outerwear,98,Virginia
2750,64,Female,Jacket,Outerwear,53,Vermont
2751,51,Female,Sandals,Footwear,66,Alaska
2752,27,Female,Dress,Clothing,52,Minnesota
2753,48,Female,Sweater,Clothing,64,Colorado
2754,69,Female,Gloves,Accessories,59,Rhode Island
2755,59,Female,Sunglasses,Accessories,61,New Jersey
2756,59,Female,Belt,Accessories,97,Nevada
2757,42,Female,Hat,Accessories,23,Minnesota
2758,39,Female,Hat,Accessories,98,Delaware
2759,32,Female,Blouse,Clothing,98,Illinois
2760,68,Female,Shoes,Footwear,59,Washington
2761,41,Female,Skirt,Clothing,82,Alaska
2762,31,Female,Sneakers,Footwear,82,Michigan
2763,58,Female,T-shirt,Clothing,41,Georgia
2764,28,Female,Handbag,Accessories,52,West Virginia
2765,63,Female,Sweater,Clothing,41,Arizona
2766,64,Female,Gloves,Accessories,70,Colorado
2767,66,Female,Dress,Clothing,91,Tennessee
2768,31,Female,Dress,Clothing,95,Iowa
2769,55,Female,Blouse,Clothing,25,Kansas
2770,32,Female,Shirt,Clothing,89,Oklahoma
2771,50,Female,Boots,Footwear,44,Nebraska
2772,58,Female,Jacket,Outerwear,52,Maryland
2773,18,Female,Backpack,Accessories,94,Pennsylvania
2774,39,Female,Pants,Clothing,98,Arizona
2775,56,Female,Boots,Footwear,40,Oklahoma
2776,37,Female,Socks,Clothing,25,Montana
2777,46,Female,Scarf,Accessories,62,Wyoming
2778,52,Female,Blouse,Clothing,24,Idaho
2779,70,Female,Belt,Accessories,57,Pennsylvania
2780,61,Female,Sunglasses,Accessories,66,Montana
2781,33,Female,Boots,Footwear,70,Ohio
2782,65,Female,Sandals,Footwear,39,Mississippi
2783,41,Female,Gloves,Accessories,34,Idaho
2784,19,Female,Skirt,Clothing,38,Virginia
2785,33,Female,Skirt,Clothing,70,Idaho
2786,53,Female,Blouse,Clothing,80,Louisiana
2787,54,Female,Handbag,Accessories,51,Colorado
2788,36,Female,Boots,Footwear,79,West Virginia
